,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Cleaned_Review_Text,Extracted_Aspects,Aspect_Sentiment
20478,1078,35,Perfect for wedding season,"I just scored this dress the other day and i don't regret it for a second. the bodice is beaded with some sea-foam green beads and they are sewn on really well, so i am not worried about dropping them all night. from the pictures, i couldn't tell if this was going to look like a cotton skirt or i fit would be chiffon looking-it is neither. it has a shimmer to it which makes this a more dressy looking dress than i was originally anticipating-i thought it was going to be an everyday wear type of d",5,1,8,General Petite,Dresses,Dresses,scored dress day dont regret second bodice beaded seafoam green beads sewn really well worried dropping night pictures couldnt tell going look like cotton skirt fit would chiffon lookingit neither shimmer makes dressy looking dress originally anticipatingi thought going everyday wear type,['fit'],{'fit': 1.0}
20724,1078,58,Perfect fun white dress,"I saw this dress in the store tried it on and , love! it is so hard to find a white dress that is not too fancy or frilly. this dress fits great and flatters my full figure (size 12 to 14), plus it has pockets! the woven material with the big fun flowers is accented by the plain band at the bottom which falls just above the knee. the center of the flower adds a nice three dimensional touch. i brought it in a large and i will wear this lovely feminine flirty beauty all spring and summer. from fun",5,1,15,General Petite,Dresses,Dresses,saw dress store tried love hard find white dress fancy frilly dress fits great flatters full figure size plus pockets woven material big fun flowers accented plain band bottom falls knee center flower adds nice three dimensional touch brought large wear lovely feminine flirty beauty spring summer fun,"['fit', 'pockets']","{'fit': 4.0, 'pockets': 4.0}"
20744,1078,27,My new favorite summer dress,"This dress is so much more stunning in person than in the photos. it's incredibly flattering, and i like how it pans out at the bottom. it also has pockets! although it has a built-in slip, it is a little see-through, so keep that in mind, otherwise, i can't wear it enough.",5,1,1,General Petite,Dresses,Dresses,dress much stunning person photos incredibly flattering like pans bottom also pockets although builtin slip little seethrough keep mind otherwise cant wear enough,['pockets'],{'pockets': 3.0}
20752,1078,72,Very roomy,For me this had too much material and was a little too tent like. a beautiful dress but not my style. i prefer more a line with not so much material.if you are looking for something roomy this is a good choice.,4,0,1,General Petite,Dresses,Dresses,much material little tent like beautiful dress style prefer line much materialif looking something roomy good choice,['style'],{'style': 3.0}
20766,1078,31,Beautiful and flattering,"This dress is very comfortable, very flattering and just lovely. my only critique is that the skirt is more rust colored in real life, where on the website it looks more red. and the bodice looked a bit more peach/pink in the picture. still a beautiful, interesting, well made and extremely comfortable dress. thanks retailer! i am 5'9, 155# and the m is great.",4,1,0,General,Dresses,Dresses,dress comfortable flattering lovely critique skirt rust colored real life website looks red bodice looked bit peachpink picture still beautiful interesting well made extremely comfortable dress thanks retailer great,"['comfort', 'color']","{'comfort': 6.0, 'color': 6.0}"
20770,1078,37,Not impressed,"After reading the glowing reviews i was excited to buy this on sale. i'm tall and lean, but found the dress looked slightly awkward and off on me compared to the model pictures. firstly, the top has a strange transition to the skirt, with extra fabric you have to either blouse over the skirt or bunch together. if you blouse it and lay flat, it invariably gets bunched as you wear it. this bunching changes the aesthetics of the color blocks, creating less clean lines. i also found the blue, black",2,0,0,General,Dresses,Dresses,reading glowing reviews excited buy sale im tall lean found dress looked slightly awkward compared model pictures firstly top strange transition skirt extra fabric either blouse skirt bunch together blouse lay flat invariably gets bunched wear bunching changes aesthetics color blocks creating less clean lines also found blue black,['color'],{'color': 0.0}
20771,1078,48,Wonderful comfy maxi,"This is a super cute, adorable and flattering maxi. it's very comfortable and soft. i stayed tts in this dress... the length hit just right .. ...perfect for summer",5,1,0,General,Dresses,Dresses,super cute adorable flattering maxi comfortable soft stayed tts dress length hit right perfect summer,"['comfort', 'length']","{'comfort': 4.0, 'length': 4.0}"
20781,1078,29,Eh,"I love the colors of the teal dress, but i wish that the top only had one color. the design is cute but the construction is a little off. the transition from the top to the skirt seems to lay wrong or have a bit of extra fabric. sizing up or down didn't help. the top is lined but the bottom is very thin. the bottom should be lined too. not the best.",3,0,8,General Petite,Dresses,Dresses,love colors teal dress wish top one color design cute construction little transition top skirt seems lay wrong bit extra fabric sizing didnt help top lined bottom thin bottom lined best,"['color', 'sizing']","{'color': 1.0, 'sizing': 1.0}"
20783,1078,67,Simple yet stunning,"I ordered this dress in the orange and it is a perfect addition for my closet. its comfortable yet classy. i did order a size up and went with the medium because i am a dd. so glad i did because the top part of me stays secured. if i went with the small, i am afraid i would be falling out. it is long but i will take to a tailor and have them make some adjustments. its a versatile dress and can be worn at events or just for hanging out in.",5,1,0,General Petite,Dresses,Dresses,ordered dress orange perfect addition closet comfortable yet classy order size went medium dd glad top part stays secured went small afraid would falling long take tailor make adjustments versatile dress worn events hanging,['comfort'],{'comfort': 4.0}
20784,1078,33,Love the colors,"This dress first caught my eye because of the beautiful color combination. and when i tried it on, i was sold. it's super soft and comfy and just the right amount of coverage.",5,1,1,General Petite,Dresses,Dresses,dress first caught eye beautiful color combination tried sold super soft comfy right amount coverage,['color'],{'color': 1.0}
20785,1078,42,Looks exactly like the picture,I bought the black version of this dress. looks exactly like the picture and is true to size.,4,1,0,General Petite,Dresses,Dresses,bought black version dress looks exactly like picture true size,,
20790,1078,62,Buy it,"I want this in every color! fits tts...so comfortable, flattering, and fabric feels like it will hold up well (fingers crossed). love love love.",5,1,2,General Petite,Dresses,Dresses,want every color fits ttsso comfortable flattering fabric feels like hold well fingers crossed love love love,"['fit', 'comfort', 'color']","{'fit': 6.0, 'comfort': 6.0, 'color': 6.0}"
20798,1078,39,Amazing dress,The pictures don't do this dress justice. it is fantastic! the fit is perfect and it is super comfortable while still looking polished. a must have dress!,5,1,0,General Petite,Dresses,Dresses,pictures dont dress justice fantastic fit perfect super comfortable still looking polished must dress,"['fit', 'comfort']","{'fit': 3.0, 'comfort': 3.0}"
